grid_id,cnt_store,cnt_112,cnt_5crime,cnt_cctv,cnt_patrol,sigungu,x_center,y_center
다라033514,2,2,0,0,0,무안군,903350.0,1651450.0
다라033611,1,0,0,0,0,무안군,903350.0,1661150.0
다라033642,1,0,0,0,0,무안군,903350.0,1664250.0
다라033690,1,0,0,0,0,무안군,903350.0,1669050.0
다라034209,2,1,8,0,0,해남군,903450.0,1620950.0
다라034283,5,2,0,0,1,해남군,903450.0,1628350.0
다라034284,1,0,0,0,0,해남군,903450.0,1628450.0
다라034412,1,0,0,0,0,영암군,903450.0,1641250.0
다라034458,1,0,0,0,0,목포시,903450.0,1645850.0
다라034459,4,0,0,0,0,목포시,903450.0,1645950.0
다라034460,3,0,0,0,0,목포시,903450.0,1646050.0
다라034466,3,7,2,0,0,목포시,903450.0,1646650.0
다라034468,15,2,0,0,0,목포시,903450.0,1646850.0
다라034469,6,4,0,0,0,목포시,903450.0,1646950.0
다라034470,1,1,0,0,0,목포시,903450.0,1647050.0
다라034479,1,0,0,0,0,무안군,903450.0,1647950.0
다라034480,1,0,0,0,0,무안군,903450.0,1648050.0
다라034483,1,0,0,0,0,무안군,903450.0,1648350.0
다라034615,1,0,0,0,0,무안군,903450.0,1661550.0
다라034642,1,0,0,0,0,무안군,903450.0,1664250.0
다라034772,1,0,0,0,0,함평군,903450.0,1677250.0
다라034830,1,0,0,0,0,함평군,903450.0,1683050.0
다라035209,1,1,0,0,0,해남군,903550.0,1620950.0
다라035282,6,2,0,1,0,해남군,903550.0,1628250.0
다라035283,6,5,0,2,0,해남군,903550.0,1628350.0
다라035410,1,0,0,0,0,영암군,903550.0,1641050.0
다라035414,1,0,0,0,0,영암군,903550.0,1641450.0
다라035426,1,0,0,0,0,영암군,903550.0,1642650.0
다라035428,1,0,0,0,0,영암군,903550.0,1642850.0
다라035457,1,0,0,0,0,목포시,903550.0,1645750.0
다라035458,1,5,1,1,1,목포시,903550.0,1645850.0
다라035459,1,0,0,0,0,목포시,903550.0,1645950.0
다라035460,5,3,0,0,0,목포시,903550.0,1646050.0
다라035463,1,2,0,0,0,목포시,903550.0,1646350.0
다라035466,21,5,0,0,1,목포시,903550.0,1646650.0
다라035467,18,9,2,0,0,목포시,903550.0,1646750.0
다라035469,22,0,0,0,0,목포시,903550.0,1646950.0
다라035471,1,2,0,0,0,목포시,903550.0,1647150.0
다라035479,2,0,0,0,0,무안군,903550.0,1647950.0
다라035481,1,0,0,0,0,무안군,903550.0,1648150.0
다라035483,2,1,0,0,0,무안군,903550.0,1648350.0
다라035617,2,0,0,0,0,무안군,903550.0,1661750.0
다라035620,1,0,0,2,1,무안군,903550.0,1662050.0
다라035627,1,0,0,0,0,무안군,903550.0,1662750.0
다라035771,1,0,0,0,0,함평군,903550.0,1677150.0
다라035935,1,0,0,0,0,영광군,903550.0,1693550.0
다라035944,1,0,0,0,0,영광군,903550.0,1694450.0
다라035991,1,0,0,0,0,영광군,903550.0,1699150.0
다라036209,1,0,0,0,1,해남군,903650.0,1620950.0
다라036281,2,0,0,0,0,해남군,903650.0,1628150.0
다라036282,3,2,0,1,1,해남군,903650.0,1628250.0
다라036288,1,0,0,0,0,해남군,903650.0,1628850.0
다라036401,1,0,1,0,0,영암군,903650.0,1640150.0
다라036417,1,0,0,0,0,영암군,903650.0,1641750.0
다라036420,1,0,0,0,0,영암군,903650.0,1642050.0
다라036427,1,0,0,0,0,영암군,903650.0,1642750.0
다라036430,1,0,1,0,0,영암군,903650.0,1643050.0
다라036433,1,0,0,0,0,영암군,903650.0,1643350.0
다라036461,4,0,0,0,0,목포시,903650.0,1646150.0
다라036463,1,8,0,0,0,목포시,903650.0,1646350.0
다라036465,6,2,0,0,0,목포시,903650.0,1646550.0
다라036466,13,0,0,0,0,목포시,903650.0,1646650.0
다라036468,4,6,2,0,0,목포시,903650.0,1646850.0
다라036469,9,1,0,2,0,목포시,903650.0,1646950.0
다라036470,34,4,0,0,0,목포시,903650.0,1647050.0
다라036480,2,0,0,0,0,무안군,903650.0,1648050.0
다라036620,1,1,1,0,0,무안군,903650.0,1662050.0
다라036771,1,0,0,0,1,함평군,903650.0,1677150.0
다라036991,1,1,0,0,0,영광군,903650.0,1699150.0
다라037277,1,0,0,0,0,해남군,903750.0,1627750.0
다라037281,3,2,0,0,0,해남군,903750.0,1628150.0
다라037282,1,0,0,0,0,해남군,903750.0,1628250.0
다라037288,1,0,0,0,0,해남군,903750.0,1628850.0
다라037291,1,0,0,0,0,해남군,903750.0,1629150.0
다라037394,1,0,0,0,0,영암군,903750.0,1639450.0
다라037408,5,0,0,0,0,영암군,903750.0,1640850.0
다라037422,3,0,0,0,0,영암군,903750.0,1642250.0
다라037426,1,0,0,0,0,영암군,903750.0,1642650.0
다라037464,2,0,0,0,0,목포시,903750.0,1646450.0
다라037466,1,52,0,0,0,목포시,903750.0,1646650.0
다라037467,19,17,1,0,0,목포시,903750.0,1646750.0
다라037468,5,24,4,0,0,목포시,903750.0,1646850.0
다라037469,1,4,0,0,0,목포시,903750.0,1646950.0
다라037470,14,0,0,0,0,목포시,903750.0,1647050.0
다라037471,6,6,0,0,0,목포시,903750.0,1647150.0
다라037481,2,0,0,1,0,무안군,903750.0,1648150.0
다라037482,1,0,0,0,0,무안군,903750.0,1648250.0
다라037548,1,0,0,0,0,무안군,903750.0,1654850.0
다라037630,1,1,0,0,0,무안군,903750.0,1663050.0
다라037685,2,0,0,0,0,무안군,903750.0,1668550.0
다라037921,1,0,0,0,0,영광군,903750.0,1692150.0
다라038210,1,0,0,0,0,해남군,903850.0,1621050.0
다라038277,2,0,0,0,0,해남군,903850.0,1627750.0
다라038402,1,0,0,0,0,영암군,903850.0,1640250.0
다라038405,5,0,0,0,0,영암군,903850.0,1640550.0
다라038406,2,0,0,0,0,영암군,903850.0,1640650.0
다라038416,1,0,0,0,0,영암군,903850.0,1641650.0
다라038461,5,5,2,0,0,목포시,903850.0,1646150.0
다라038466,1,1,1,0,0,목포시,903850.0,1646650.0
다라038467,15,10,2,0,0,목포시,903850.0,1646750.0
다라038468,19,13,2,0,0,목포시,903850.0,1646850.0
다라038470,1,2,0,0,0,목포시,903850.0,1647050.0
다라038481,2,0,0,0,0,무안군,903850.0,1648150.0
다라038482,3,1,0,0,0,무안군,903850.0,1648250.0
다라038661,1,0,0,0,0,무안군,903850.0,1666150.0
다라038685,2,0,0,0,0,무안군,903850.0,1668550.0
다라038710,1,0,0,0,0,무안군,903850.0,1671050.0
다라039209,1,0,0,0,0,해남군,903950.0,1620950.0
다라039220,1,0,0,0,0,해남군,903950.0,1622050.0
다라039403,4,1,0,0,0,영암군,903950.0,1640350.0
다라039404,2,2,0,1,0,영암군,903950.0,1640450.0
다라039406,2,2,2,0,0,영암군,903950.0,1640650.0
다라039407,1,0,1,0,0,영암군,903950.0,1640750.0
다라039422,1,0,0,0,0,영암군,903950.0,1642250.0
다라039428,4,1,0,0,0,영암군,903950.0,1642850.0
다라039429,2,0,0,0,0,영암군,903950.0,1642950.0
다라039463,9,1,0,2,1,목포시,903950.0,1646350.0
다라039467,7,8,1,0,1,목포시,903950.0,1646750.0
다라039468,15,13,0,0,0,목포시,903950.0,1646850.0
다라039470,5,4,6,0,0,목포시,903950.0,1647050.0
다라039471,2,1,0,0,0,목포시,903950.0,1647150.0
다라039481,2,1,1,0,0,무안군,903950.0,1648150.0
다라039482,9,1,1,0,0,무안군,903950.0,1648250.0
다라039485,1,0,0,0,0,무안군,903950.0,1648550.0
다라039491,2,0,0,0,0,무안군,903950.0,1649150.0
다라039630,1,0,0,0,0,무안군,903950.0,1663050.0
다라039680,2,2,0,3,0,무안군,903950.0,1668050.0
다라039724,1,0,0,0,0,무안군,903950.0,1672450.0
다라039774,2,0,0,0,0,함평군,903950.0,1677450.0
다라040148,1,0,0,0,0,해남군,904050.0,1614850.0
다라040153,1,0,0,0,0,해남군,904050.0,1615350.0
다라040178,1,0,0,0,0,해남군,904050.0,1617850.0
다라040403,3,9,0,1,0,영암군,904050.0,1640350.0
다라040404,1,3,0,2,0,영암군,904050.0,1640450.0
다라040405,5,5,0,1,0,영암군,904050.0,1640550.0
다라040406,5,5,0,1,0,영암군,904050.0,1640650.0
다라040407,1,2,0,0,0,영암군,904050.0,1640750.0
다라040428,1,1,0,0,0,영암군,904050.0,1642850.0
다라040429,1,3,0,0,0,영암군,904050.0,1642950.0
다라040461,9,6,0,1,0,목포시,904050.0,1646150.0
다라040462,7,4,0,1,0,목포시,904050.0,1646250.0
다라040463,25,6,0,0,0,목포시,904050.0,1646350.0
다라040467,7,5,0,1,0,목포시,904050.0,1646750.0
다라040468,28,18,0,0,0,목포시,904050.0,1646850.0
다라040473,1,0,0,0,0,목포시,904050.0,1647350.0
다라040480,1,0,0,0,0,무안군,904050.0,1648050.0
다라040481,3,1,0,0,0,무안군,904050.0,1648150.0
다라040483,1,0,0,0,0,무안군,904050.0,1648350.0
다라040488,1,0,0,0,0,무안군,904050.0,1648850.0
다라040654,1,0,0,0,0,무안군,904050.0,1665450.0
다라040770,1,0,0,0,0,함평군,904050.0,1677050.0
다라040773,2,0,0,0,0,함평군,904050.0,1677350.0
다라040774,1,0,0,0,0,함평군,904050.0,1677450.0
다라040945,1,0,0,0,0,영광군,904050.0,1694550.0
다라041383,1,0,0,0,0,영암군,904150.0,1638350.0
다라041393,1,0,0,0,0,영암군,904150.0,1639350.0
다라041402,3,1,0,0,0,영암군,904150.0,1640250.0
다라041403,4,1,0,3,0,영암군,904150.0,1640350.0
다라041405,16,6,0,0,0,영암군,904150.0,1640550.0
다라041406,8,3,2,2,0,영암군,904150.0,1640650.0
다라041407,9,8,2,7,0,영암군,904150.0,1640750.0
다라041428,2,1,0,0,0,영암군,904150.0,1642850.0
다라041429,1,0,0,0,0,영암군,904150.0,1642950.0
다라041430,2,0,0,0,0,영암군,904150.0,1643050.0
다라041431,1,0,0,0,0,영암군,904150.0,1643150.0
다라041461,3,1,0,0,0,목포시,904150.0,1646150.0
다라041462,17,3,0,1,0,목포시,904150.0,1646250.0
다라041463,29,3,0,0,1,목포시,904150.0,1646350.0
다라041464,5,2,0,0,0,목포시,904150.0,1646450.0
다라041467,1,6,0,1,0,목포시,904150.0,1646750.0
다라041468,2,5,0,1,1,목포시,904150.0,1646850.0
다라041477,3,0,0,0,0,무안군,904150.0,1647750.0
다라041478,1,1,1,0,0,무안군,904150.0,1647850.0
다라041482,1,0,0,0,0,무안군,904150.0,1648250.0
다라041487,1,0,0,0,0,무안군,904150.0,1648750.0
다라041551,1,0,0,0,0,무안군,904150.0,1655150.0
다라041685,1,0,0,0,0,무안군,904150.0,1668550.0
다라041728,1,0,0,0,0,무안군,904150.0,1672850.0
다라042393,1,0,0,0,0,영암군,904250.0,1639350.0
다라042401,6,3,0,0,0,영암군,904250.0,1640150.0
다라042402,2,4,1,3,0,영암군,904250.0,1640250.0
다라042403,8,9,0,2,0,영암군,904250.0,1640350.0
다라042404,13,11,2,0,0,영암군,904250.0,1640450.0
다라042405,23,14,4,1,2,영암군,904250.0,1640550.0
다라042406,7,17,2,4,0,영암군,904250.0,1640650.0
다라042407,6,1,0,0,0,영암군,904250.0,1640750.0
다라042408,2,4,0,0,0,영암군,904250.0,1640850.0
다라042431,5,2,0,0,0,영암군,904250.0,1643150.0
다라042462,1,6,0,0,0,목포시,904250.0,1646250.0
다라042463,8,0,0,0,0,목포시,904250.0,1646350.0
다라042477,1,2,0,0,0,무안군,904250.0,1647750.0
다라042487,3,1,0,0,0,무안군,904250.0,1648750.0
다라042500,1,0,0,0,0,무안군,904250.0,1650050.0
다라042691,1,0,0,0,0,무안군,904250.0,1669150.0
다라042750,1,0,0,0,0,무안군,904250.0,1675050.0
다라042871,1,0,0,0,0,함평군,904250.0,1687150.0
다라042942,1,0,0,0,0,영광군,904250.0,1694250.0
다라043150,1,0,0,0,0,해남군,904350.0,1615050.0
다라043151,1,0,0,0,0,해남군,904350.0,1615150.0
다라043176,1,0,0,0,0,해남군,904350.0,1617650.0
다라043382,1,0,0,0,0,영암군,904350.0,1638250.0
다라043401,3,2,1,2,0,영암군,904350.0,1640150.0
다라043402,17,9,0,2,0,영암군,904350.0,1640250.0
다라043403,13,18,0,7,1,영암군,904350.0,1640350.0
다라043404,15,14,10,0,0,영암군,904350.0,1640450.0
다라043405,7,10,2,1,0,영암군,904350.0,1640550.0
다라043406,13,11,0,0,0,영암군,904350.0,1640650.0
다라043407,12,4,0,2,0,영암군,904350.0,1640750.0
다라043408,2,0,0,2,0,영암군,904350.0,1640850.0
다라043425,1,2,0,0,0,영암군,904350.0,1642550.0
다라043430,1,0,0,0,0,영암군,904350.0,1643050.0
다라043463,4,9,0,0,0,목포시,904350.0,1646350.0
다라043464,1,2,3,0,0,목포시,904350.0,1646450.0
다라043468,6,11,0,0,0,목포시,904350.0,1646850.0
다라043470,5,8,2,0,0,목포시,904350.0,1647050.0
다라043475,2,0,0,0,0,무안군,904350.0,1647550.0
다라043484,1,2,1,0,0,무안군,904350.0,1648450.0
다라043552,1,2,0,0,0,무안군,904350.0,1655250.0
다라043562,1,0,0,0,0,무안군,904350.0,1656250.0
다라043741,1,1,0,0,0,무안군,904350.0,1674150.0
다라043770,2,0,0,0,0,함평군,904350.0,1677050.0
다라0440,10,5,0,4,0,영암군,904500.0,1640500.0
다라044402,13,13,3,2,0,영암군,904450.0,1640250.0
다라044403,14,2,0,0,0,영암군,904450.0,1640350.0
다라044404,16,18,0,5,0,영암군,904450.0,1640450.0
다라044405,10,47,2,0,0,영암군,904450.0,1640550.0
다라044406,2,5,0,0,0,영암군,904450.0,1640650.0
다라044421,1,0,0,0,0,영암군,904450.0,1642150.0
다라044466,30,5,1,0,0,목포시,904450.0,1646650.0
다라044468,8,2,5,0,0,무안군,904450.0,1646850.0
다라044472,1,0,0,0,0,무안군,904450.0,1647250.0
다라044486,2,0,0,0,0,무안군,904450.0,1648650.0
다라044632,1,0,0,0,0,무안군,904450.0,1663250.0
다라044634,1,0,0,0,0,무안군,904450.0,1663450.0
다라044635,1,0,0,0,0,무안군,904450.0,1663550.0
다라044691,1,0,0,0,0,무안군,904450.0,1669150.0
다라044768,1,0,0,0,0,함평군,904450.0,1676850.0
다라044769,1,0,0,0,0,함평군,904450.0,1676950.0
다라044770,1,0,0,0,0,함평군,904450.0,1677050.0
다라044838,1,0,0,0,1,함평군,904450.0,1683850.0
다라044943,8,3,0,0,1,영광군,904450.0,1694350.0
다라044944,1,0,0,0,0,영광군,904450.0,1694450.0
다라045062,1,0,0,0,0,해남군,904550.0,1606250.0
다라045401,2,1,0,0,0,영암군,904550.0,1640150.0
다라045402,7,7,0,4,0,영암군,904550.0,1640250.0
다라045403,26,29,6,3,0,영암군,904550.0,1640350.0
다라045404,15,14,3,0,0,영암군,904550.0,1640450.0
다라045405,6,9,3,0,0,영암군,904550.0,1640550.0
다라045429,1,0,0,0,0,영암군,904550.0,1642950.0
다라045461,7,4,0,0,0,목포시,904550.0,1646150.0
다라045464,1,8,0,0,0,목포시,904550.0,1646450.0
다라045466,5,2,1,0,1,무안군,904550.0,1646650.0
다라045473,3,1,0,0,0,무안군,904550.0,1647350.0
다라045544,1,0,0,0,0,무안군,904550.0,1654450.0
다라045943,1,3,0,0,1,영광군,904550.0,1694350.0
다라046062,1,0,0,0,0,해남군,904650.0,1606250.0
다라046148,1,1,0,0,0,해남군,904650.0,1614850.0
다라046275,3,2,2,0,1,해남군,904650.0,1627550.0
다라046401,5,1,0,1,0,영암군,904650.0,1640150.0
다라046402,13,2,0,3,0,영암군,904650.0,1640250.0
다라046416,2,0,0,0,0,영암군,904650.0,1641650.0
다라046422,1,0,0,0,0,영암군,904650.0,1642250.0
다라046427,2,5,0,0,0,영암군,904650.0,1642750.0
다라046428,2,0,0,0,0,영암군,904650.0,1642850.0
다라046472,2,3,0,0,0,무안군,904650.0,1647250.0
다라046473,1,0,0,0,0,무안군,904650.0,1647350.0
다라046474,2,2,0,0,0,무안군,904650.0,1647450.0
다라046486,1,1,0,0,0,무안군,904650.0,1648650.0
다라046769,1,0,0,0,0,함평군,904650.0,1676950.0
다라046942,1,0,0,0,0,영광군,904650.0,1694250.0
다라046985,1,0,0,0,0,영광군,904650.0,1698550.0
다라047402,1,1,0,0,0,영암군,904750.0,1640250.0
다라047404,5,7,1,4,0,영암군,904750.0,1640450.0
다라047408,1,0,0,0,0,영암군,904750.0,1640850.0
다라047422,6,0,0,0,0,영암군,904750.0,1642250.0
다라047428,1,0,0,0,0,영암군,904750.0,1642850.0
다라047433,4,1,0,0,0,영암군,904750.0,1643350.0
다라047459,1,3,0,0,1,무안군,904750.0,1645950.0
다라047461,17,3,3,4,0,목포시,904750.0,1646150.0
다라047464,5,6,2,0,0,목포시,904750.0,1646450.0
다라047465,1,7,0,0,0,무안군,904750.0,1646550.0
다라047469,32,23,6,1,0,무안군,904750.0,1646950.0
다라047470,17,12,3,0,0,무안군,904750.0,1647050.0
다라047471,1,3,0,0,0,무안군,904750.0,1647150.0
다라047472,4,3,1,0,0,무안군,904750.0,1647250.0
다라047473,4,0,0,0,0,무안군,904750.0,1647350.0
다라047474,4,0,0,0,0,무안군,904750.0,1647450.0
다라047486,1,1,0,0,0,무안군,904750.0,1648650.0
다라047945,4,2,1,0,0,영광군,904750.0,1694550.0
다라048387,1,1,0,0,0,영암군,904850.0,1638750.0
다라048399,3,4,0,0,0,영암군,904850.0,1639950.0
다라048400,4,3,1,0,0,영암군,904850.0,1640050.0
다라048403,2,1,0,1,0,영암군,904850.0,1640350.0
다라048404,13,7,1,0,0,영암군,904850.0,1640450.0
다라048460,5,0,0,0,0,무안군,904850.0,1646050.0
다라048463,44,15,1,0,1,무안군,904850.0,1646350.0
다라048465,17,8,1,0,0,무안군,904850.0,1646550.0
다라048466,32,12,1,1,1,무안군,904850.0,1646650.0
다라048468,32,19,2,2,0,무안군,904850.0,1646850.0
다라048469,18,14,2,0,0,무안군,904850.0,1646950.0
다라048470,2,4,0,0,0,무안군,904850.0,1647050.0
다라048472,4,3,1,0,0,무안군,904850.0,1647250.0
다라048473,7,3,0,0,0,무안군,904850.0,1647350.0
다라048474,1,2,0,0,0,무안군,904850.0,1647450.0
다라048736,1,0,0,0,0,무안군,904850.0,1673650.0
다라049070,1,0,0,0,0,해남군,904950.0,1607050.0
다라049205,1,0,0,0,0,해남군,904950.0,1620550.0
다라049224,1,0,0,0,0,해남군,904950.0,1622450.0
다라049399,3,3,0,0,0,영암군,904950.0,1639950.0
다라049404,8,4,1,4,1,영암군,904950.0,1640450.0
다라049405,11,10,0,1,0,영암군,904950.0,1640550.0
다라049429,1,0,0,0,0,영암군,904950.0,1642950.0
다라049465,1,2,1,1,0,무안군,904950.0,1646550.0
다라049466,6,14,1,0,0,무안군,904950.0,1646650.0
다라049467,38,15,2,0,0,무안군,904950.0,1646750.0
다라049468,56,44,5,0,0,무안군,904950.0,1646850.0
다라049469,40,17,1,1,1,무안군,904950.0,1646950.0
다라049470,23,9,3,0,0,무안군,904950.0,1647050.0
다라049496,1,0,0,0,0,무안군,904950.0,1649650.0
다라050398,4,2,0,0,0,영암군,905050.0,1639850.0
다라050399,1,3,0,0,0,영암군,905050.0,1639950.0
다라050417,1,0,0,0,0,영암군,905050.0,1641750.0
다라050460,3,3,1,1,0,무안군,905050.0,1646050.0
다라050466,35,23,1,1,0,무안군,905050.0,1646650.0
다라050467,28,21,5,0,1,무안군,905050.0,1646750.0
다라050468,24,35,2,0,0,무안군,905050.0,1646850.0
다라050469,60,39,8,0,0,무안군,905050.0,1646950.0
다라050470,41,11,0,0,0,무안군,905050.0,1647050.0
다라050489,1,0,0,0,0,무안군,905050.0,1648950.0
다라050490,1,0,0,0,0,무안군,905050.0,1649050.0
다라050659,1,0,0,0,0,무안군,905050.0,1665950.0
다라050661,1,1,0,0,0,무안군,905050.0,1666150.0
다라050662,1,0,0,0,0,무안군,905050.0,1666250.0
다라050677,2,0,0,0,0,무안군,905050.0,1667750.0
다라050678,1,0,0,0,0,무안군,905050.0,1667850.0
다라050947,1,1,1,0,0,영광군,905050.0,1694750.0
다라051394,1,13,0,0,0,영암군,905150.0,1639450.0
다라051395,3,7,3,0,0,영암군,905150.0,1639550.0
다라051396,1,2,1,0,0,영암군,905150.0,1639650.0
다라051397,9,5,0,5,0,영암군,905150.0,1639750.0
다라051398,7,2,0,0,0,영암군,905150.0,1639850.0
다라051420,2,0,0,0,0,영암군,905150.0,1642050.0
다라051437,2,1,0,0,0,영암군,905150.0,1643750.0
다라051439,2,0,0,0,0,영암군,905150.0,1643950.0
다라051467,6,14,0,2,0,무안군,905150.0,1646750.0
다라051468,8,6,0,0,1,무안군,905150.0,1646850.0
다라051469,8,23,1,0,1,무안군,905150.0,1646950.0
다라051470,9,13,2,0,0,무안군,905150.0,1647050.0
다라051497,1,1,0,0,0,무안군,905150.0,1649750.0
다라051646,1,0,0,0,0,무안군,905150.0,1664650.0
다라051662,2,0,0,0,0,무안군,905150.0,1666250.0
다라051700,1,0,0,0,0,무안군,905150.0,1670050.0
다라051748,1,0,0,0,0,무안군,905150.0,1674850.0
다라051769,1,0,0,0,0,함평군,905150.0,1676950.0
다라051881,1,0,0,0,0,함평군,905150.0,1688150.0
다라051995,1,0,0,0,0,영광군,905150.0,1699550.0
다라052074,1,0,0,0,0,해남군,905250.0,1607450.0
다라052393,1,0,0,0,0,영암군,905250.0,1639350.0
다라052395,5,7,2,0,0,영암군,905250.0,1639550.0
다라052396,10,0,0,0,0,영암군,905250.0,1639650.0
다라052397,7,5,2,0,0,영암군,905250.0,1639750.0
다라052419,1,0,0,0,0,영암군,905250.0,1641950.0
다라052461,17,4,0,0,0,무안군,905250.0,1646150.0
다라052466,4,3,0,0,0,무안군,905250.0,1646650.0
다라052467,21,9,3,0,0,무안군,905250.0,1646750.0
다라052468,40,4,2,0,0,무안군,905250.0,1646850.0
다라052469,53,27,2,0,0,무안군,905250.0,1646950.0
다라052470,56,30,5,0,0,무안군,905250.0,1647050.0
다라052492,1,0,0,0,0,무안군,905250.0,1649250.0
다라052493,1,0,0,0,0,무안군,905250.0,1649350.0
다라052777,1,0,0,0,0,함평군,905250.0,1677750.0
다라052778,7,0,0,0,0,함평군,905250.0,1677850.0
다라052779,2,0,0,0,0,함평군,905250.0,1677950.0
다라052948,1,1,0,0,0,영광군,905250.0,1694850.0
다라052992,2,0,0,0,0,영광군,905250.0,1699250.0
다라053394,4,2,0,0,0,영암군,905350.0,1639450.0
다라053395,7,8,0,0,0,영암군,905350.0,1639550.0
다라053396,14,0,0,0,0,영암군,905350.0,1639650.0
다라053397,2,1,0,0,0,영암군,905350.0,1639750.0
다라053406,1,0,1,0,0,영암군,905350.0,1640650.0
다라053437,4,0,0,0,0,영암군,905350.0,1643750.0
다라053459,149,2,3,0,0,무안군,905350.0,1645950.0
다라053460,22,0,0,0,0,무안군,905350.0,1646050.0
다라053461,1,8,1,0,0,무안군,905350.0,1646150.0
다라053462,2,3,0,0,0,무안군,905350.0,1646250.0
다라053463,1,5,1,0,0,무안군,905350.0,1646350.0
다라053466,25,14,0,0,0,무안군,905350.0,1646650.0
다라053467,39,6,2,0,0,무안군,905350.0,1646750.0
다라053468,60,15,7,0,0,무안군,905350.0,1646850.0
다라053469,24,61,1,1,0,무안군,905350.0,1646950.0
다라053470,37,41,2,0,0,무안군,905350.0,1647050.0
다라053474,2,0,0,0,0,무안군,905350.0,1647450.0
다라053493,1,1,0,0,0,무안군,905350.0,1649350.0
다라053653,2,0,0,0,0,무안군,905350.0,1665350.0
다라053671,1,1,0,0,0,무안군,905350.0,1667150.0
다라053768,1,0,0,0,0,함평군,905350.0,1676850.0
다라053779,8,0,0,0,0,함평군,905350.0,1677950.0
다라053780,4,2,0,0,0,함평군,905350.0,1678050.0
다라053781,2,0,0,0,0,함평군,905350.0,1678150.0
다라053782,1,0,0,0,0,,905350.0,1678250.0
다라053783,2,0,0,0,0,,905350.0,1678350.0
다라053867,1,2,0,0,0,함평군,905350.0,1686750.0
다라0539,3,0,0,4,0,영암군,905500.0,1639500.0
다라053992,1,0,0,0,0,영광군,905350.0,1699250.0
다라053997,1,0,0,0,0,영광군,905350.0,1699750.0
다라054102,1,0,0,0,0,해남군,905450.0,1610250.0
다라054391,1,0,0,1,0,영암군,905450.0,1639150.0
다라054395,2,0,0,1,0,영암군,905450.0,1639550.0
다라054397,3,0,6,2,0,영암군,905450.0,1639750.0
다라054416,1,1,0,0,0,영암군,905450.0,1641650.0
다라054418,1,0,0,0,0,영암군,905450.0,1641850.0
다라054461,10,8,0,1,0,무안군,905450.0,1646150.0
다라054463,44,8,2,0,0,무안군,905450.0,1646350.0
다라054465,6,7,1,0,0,무안군,905450.0,1646550.0
다라054467,30,6,1,2,0,무안군,905450.0,1646750.0
다라054469,19,6,1,2,0,무안군,905450.0,1646950.0
다라054470,32,25,2,0,0,무안군,905450.0,1647050.0
다라054488,1,0,0,0,0,무안군,905450.0,1648850.0
다라054494,1,0,0,0,0,무안군,905450.0,1649450.0
다라054500,1,0,0,0,0,무안군,905450.0,1650050.0
다라054537,2,0,0,0,0,무안군,905450.0,1653750.0
다라054650,1,0,0,0,0,무안군,905450.0,1665050.0
다라054663,1,0,0,0,0,무안군,905450.0,1666350.0
다라054664,1,0,0,0,0,무안군,905450.0,1666450.0
다라054751,1,0,0,0,0,무안군,905450.0,1675150.0
다라054779,1,0,0,0,0,함평군,905450.0,1677950.0
다라054780,4,0,0,0,0,함평군,905450.0,1678050.0
다라054781,1,4,0,0,0,함평군,905450.0,1678150.0
다라054783,1,2,0,0,0,함평군,905450.0,1678350.0
다라054992,1,0,0,0,0,영광군,905450.0,1699250.0
다라055392,1,0,0,0,0,영암군,905550.0,1639250.0
다라055394,1,1,0,0,0,영암군,905550.0,1639450.0
다라055395,7,0,1,0,0,영암군,905550.0,1639550.0
다라055396,6,1,0,3,0,영암군,905550.0,1639650.0
다라055397,1,0,0,2,0,영암군,905550.0,1639750.0
다라055416,2,0,0,0,0,영암군,905550.0,1641650.0
다라055417,2,0,0,0,0,영암군,905550.0,1641750.0
다라055459,1,1,0,0,0,무안군,905550.0,1645950.0
다라055465,3,11,0,0,0,무안군,905550.0,1646550.0
다라055467,8,5,0,0,0,무안군,905550.0,1646750.0
다라055468,1,0,0,0,0,무안군,905550.0,1646850.0
다라055469,10,16,0,0,0,무안군,905550.0,1646950.0
다라055470,38,36,5,0,0,무안군,905550.0,1647050.0
다라055741,1,0,0,0,0,무안군,905550.0,1674150.0
다라055756,1,0,0,0,0,무안군,905550.0,1675650.0
다라055789,3,0,0,0,0,함평군,905550.0,1678950.0
다라056250,1,0,0,0,0,해남군,905650.0,1625050.0
다라056394,5,1,0,0,0,영암군,905650.0,1639450.0
다라056395,7,2,0,0,1,영암군,905650.0,1639550.0
다라056396,5,0,0,4,0,영암군,905650.0,1639650.0
다라056415,1,0,0,0,0,영암군,905650.0,1641550.0
다라056458,4,1,0,0,0,무안군,905650.0,1645850.0
다라056459,1,0,0,0,0,무안군,905650.0,1645950.0
다라056465,1,9,0,1,0,무안군,905650.0,1646550.0
다라056466,1,15,0,1,0,무안군,905650.0,1646650.0
다라056467,12,3,1,0,0,무안군,905650.0,1646750.0
다라056468,1,1,0,1,0,무안군,905650.0,1646850.0
다라056469,8,7,0,0,1,무안군,905650.0,1646950.0
다라056470,7,13,0,1,0,무안군,905650.0,1647050.0
다라056473,1,1,0,0,0,무안군,905650.0,1647350.0
다라056474,6,1,0,0,0,무안군,905650.0,1647450.0
다라056649,1,0,0,0,0,무안군,905650.0,1664950.0
다라056685,1,0,0,0,0,무안군,905650.0,1668550.0
다라056779,1,1,0,0,0,함평군,905650.0,1677950.0
다라056781,1,0,0,0,0,함평군,905650.0,1678150.0
