grid_id,cnt_store,cnt_112,cnt_5crime,cnt_cctv,cnt_patrol,sigungu,x_center,y_center,hotspot,z_112,z_5crime,z_cctv,z_patrol,need_score,rank_in_sigungu
다라337685,14,7,1,0,0,나주시,933750.0,1668550.0,True,-0.2750432217788432,-0.07138636507868969,-0.7531030335249471,-0.308835551790951,0.18453970580041618,51
다라347696,11,7,1,0,0,나주시,934750.0,1669650.0,True,-0.2750432217788432,-0.07138636507868969,-0.7531030335249471,-0.308835551790951,0.18453970580041618,51
다라286723,17,11,1,1,0,나주시,928650.0,1672350.0,True,0.034635072372150646,-0.07138636507868969,0.0,-0.308835551790951,0.11766648318893647,52
다라275668,10,6,1,0,0,나주시,927550.0,1666850.0,True,-0.35246279531659164,-0.07138636507868969,-0.7531030335249471,-0.308835551790951,0.10712013226266776,53
다라286720,23,10,1,1,0,나주시,928650.0,1672050.0,True,-0.04278450116559781,-0.07138636507868969,0.0,-0.308835551790951,0.04024690965118802,54
다라187610,9,5,1,0,0,나주시,918750.0,1661050.0,True,-0.4298823688543401,-0.07138636507868969,-0.7531030335249471,-0.308835551790951,0.029700558724919224,55
다라3569,18,13,0,0,0,나주시,935500.0,1669500.0,True,0.18947421944764756,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,0.010779059264505342,56
다라276666,14,6,2,2,0,나주시,927650.0,1666650.0,True,-0.35246279531659164,0.5668917226837118,0.7531030335249471,-0.308835551790951,-0.007704813499877894,57
다라281694,17,4,1,0,0,나주시,928150.0,1669450.0,True,-0.5073019423920886,-0.07138636507868969,-0.7531030335249471,-0.308835551790951,-0.0477190148128292,58
다라276668,17,4,1,0,0,나주시,927650.0,1666850.0,True,-0.5073019423920886,-0.07138636507868969,-0.7531030335249471,-0.308835551790951,-0.0477190148128292,58
다라288708,17,4,1,0,0,나주시,928850.0,1670850.0,True,-0.5073019423920886,-0.07138636507868969,-0.7531030335249471,-0.308835551790951,-0.0477190148128292,58
다라285693,11,4,1,0,0,나주시,928550.0,1669350.0,True,-0.5073019423920886,-0.07138636507868969,-0.7531030335249471,-0.308835551790951,-0.0477190148128292,58
다라286711,24,11,1,2,0,나주시,928650.0,1671150.0,True,0.034635072372150646,-0.07138636507868969,0.7531030335249471,-0.308835551790951,-0.2588850335735371,59
다라284706,9,1,1,0,0,나주시,928450.0,1670650.0,True,-0.739560663005334,-0.07138636507868969,-0.7531030335249471,-0.308835551790951,-0.27997773542607457,60
다라406723,8,1,1,0,0,나주시,940650.0,1672350.0,True,-0.739560663005334,-0.07138636507868969,-0.7531030335249471,-0.308835551790951,-0.27997773542607457,60
다라347693,36,14,0,1,0,나주시,934750.0,1669350.0,True,0.266893792985396,-0.7096644528410913,0.0,-0.308835551790951,-0.28835288396021974,61
다라347692,30,14,0,1,0,나주시,934750.0,1669250.0,True,0.266893792985396,-0.7096644528410913,0.0,-0.308835551790951,-0.28835288396021974,61
다라350698,18,14,0,1,0,나주시,935050.0,1669850.0,True,0.266893792985396,-0.7096644528410913,0.0,-0.308835551790951,-0.28835288396021974,61
다라407722,16,9,0,0,0,나주시,940750.0,1672250.0,True,-0.12020407470334628,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.29889923488648845,62
다라355701,42,10,1,2,0,나주시,935550.0,1670150.0,True,-0.04278450116559781,-0.07138636507868969,0.7531030335249471,-0.308835551790951,-0.33630460711128557,63
다라349685,11,16,2,5,0,나주시,934950.0,1668550.0,True,0.42173294006089296,0.5668917226837118,3.0124121340997885,-0.308835551790951,-0.36316362840981403,64
다라285709,9,16,2,5,0,나주시,928550.0,1670950.0,True,0.42173294006089296,0.5668917226837118,3.0124121340997885,-0.308835551790951,-0.36316362840981403,64
다라278671,13,8,0,0,0,나주시,927850.0,1667150.0,True,-0.19762364824109474,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.376318808424237,65
다라289714,12,8,0,0,0,나주시,928950.0,1671450.0,True,-0.19762364824109474,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.376318808424237,65
다라282671,11,8,0,0,0,나주시,928250.0,1667150.0,True,-0.19762364824109474,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.376318808424237,65
다라348695,51,7,0,0,0,나주시,934850.0,1669550.0,True,-0.2750432217788432,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.4537383819619854,66
다라276680,11,21,0,3,0,나주시,927650.0,1668050.0,True,0.8088308077496352,-0.7096644528410913,1.5062060670498942,-0.308835551790951,-0.49951890272092764,67
다라400726,15,11,0,1,0,나주시,940050.0,1672650.0,True,0.034635072372150646,-0.7096644528410913,0.0,-0.308835551790951,-0.520611604573465,68
다라290714,12,6,0,0,0,나주시,929050.0,1671450.0,True,-0.35246279531659164,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.5311579554997339,69
다라286716,10,6,0,0,0,나주시,928650.0,1671650.0,True,-0.35246279531659164,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.5311579554997339,69
다라353697,41,25,0,4,0,나주시,935350.0,1669750.0,True,1.118509101900629,-0.7096644528410913,2.2593091005748414,-0.308835551790951,-0.5663921253324073,70
다라353699,41,15,0,2,0,나주시,935350.0,1669950.0,True,0.3443133665231445,-0.7096644528410913,0.7531030335249471,-0.308835551790951,-0.5874848271849449,71
다라286693,13,5,0,0,0,나주시,928650.0,1669350.0,True,-0.4298823688543401,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.6085775290374824,72
다라353700,52,11,1,3,0,나주시,935350.0,1670050.0,True,0.034635072372150646,-0.07138636507868969,1.5062060670498942,-0.308835551790951,-0.6354365503360107,73
다라354695,18,14,0,2,0,나주시,935450.0,1669550.0,True,0.266893792985396,-0.7096644528410913,0.7531030335249471,-0.308835551790951,-0.6649044007226934,74
다라398724,10,9,0,1,0,나주시,939850.0,1672450.0,True,-0.12020407470334628,-0.7096644528410913,0.0,-0.308835551790951,-0.6754507516489621,75
다라282669,9,7,2,4,0,나주시,928250.0,1666950.0,True,-0.2750432217788432,0.5668917226837118,2.2593091005748414,-0.308835551790951,-0.6833882734870766,76
다라355700,16,4,0,0,0,나주시,935550.0,1670050.0,True,-0.5073019423920886,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.6859971025752307,77
다라396725,16,4,0,0,0,나주시,939650.0,1672550.0,True,-0.5073019423920886,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.6859971025752307,77
다라354699,13,4,0,0,0,나주시,935450.0,1669950.0,True,-0.5073019423920886,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.6859971025752307,77
다라284700,11,4,0,0,0,나주시,928450.0,1670050.0,True,-0.5073019423920886,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.6859971025752307,77
다라282711,8,4,0,0,0,나주시,928250.0,1671150.0,True,-0.5073019423920886,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.6859971025752307,77
다라356692,50,13,0,2,0,나주시,935650.0,1669250.0,True,0.18947421944764756,-0.7096644528410913,0.7531030335249471,-0.308835551790951,-0.7423239742604417,78
다라286712,17,8,0,1,0,나주시,928650.0,1671250.0,True,-0.19762364824109474,-0.7096644528410913,0.0,-0.308835551790951,-0.7528703251867106,79
다라347694,41,3,0,0,0,나주시,934750.0,1669450.0,True,-0.584721515929837,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.7634166761129793,80
다라278667,9,3,0,0,0,나주시,927850.0,1666750.0,True,-0.584721515929837,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.7634166761129793,80
다라277668,11,4,1,2,0,나주시,927750.0,1666850.0,True,-0.5073019423920886,-0.07138636507868969,0.7531030335249471,-0.308835551790951,-0.8008220483377764,81
다라288711,33,17,0,3,0,나주시,928850.0,1671150.0,True,0.49915251359864143,-0.7096644528410913,1.5062060670498942,-0.308835551790951,-0.8091971968719214,82
다라285704,16,12,0,2,0,나주시,928550.0,1670450.0,True,0.11205464590989911,-0.7096644528410913,0.7531030335249471,-0.308835551790951,-0.8197435477981903,83
다라355699,30,2,0,0,0,나주시,935550.0,1669950.0,True,-0.6621410894675855,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.8408362496507278,84
다라342702,29,2,0,0,0,나주시,934250.0,1670250.0,True,-0.6621410894675855,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.8408362496507278,84
다라397725,11,2,0,0,0,나주시,939750.0,1672550.0,True,-0.6621410894675855,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.8408362496507278,84
다라186612,11,2,0,0,0,나주시,918650.0,1661250.0,True,-0.6621410894675855,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.8408362496507278,84
다라283692,10,2,0,0,0,나주시,928350.0,1669250.0,True,-0.6621410894675855,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.8408362496507278,84
다라282693,10,6,0,1,0,나주시,928250.0,1669350.0,True,-0.35246279531659164,-0.7096644528410913,0.0,-0.308835551790951,-0.9077094722622074,85
다라281691,21,1,0,0,0,나주시,928150.0,1669150.0,True,-0.739560663005334,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.9182558231884761,86
다라351684,21,1,0,0,0,나주시,935150.0,1668450.0,True,-0.739560663005334,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.9182558231884761,86
다라350685,20,1,0,0,0,나주시,935050.0,1668550.0,True,-0.739560663005334,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.9182558231884761,86
다라289713,19,1,0,0,0,나주시,928950.0,1671350.0,True,-0.739560663005334,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.9182558231884761,86
다라284701,12,1,0,0,0,나주시,928450.0,1670150.0,True,-0.739560663005334,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.9182558231884761,86
다라313587,9,1,0,0,0,나주시,931350.0,1658750.0,True,-0.739560663005334,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.9182558231884761,86
다라291715,53,2,1,2,0,나주시,929150.0,1671550.0,True,-0.6621410894675855,-0.07138636507868969,0.7531030335249471,-0.308835551790951,-0.9556611954132732,87
다라288707,16,15,0,3,0,나주시,928850.0,1670750.0,True,0.3443133665231445,-0.7096644528410913,1.5062060670498942,-0.308835551790951,-0.9640363439474184,88
다라356691,36,5,0,1,0,나주시,935650.0,1669150.0,True,-0.4298823688543401,-0.7096644528410913,0.0,-0.308835551790951,-0.985129045799956,89
다라257649,17,0,0,0,0,나주시,925750.0,1664950.0,True,-0.8169802365430824,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.9956753967262246,90
다라364717,9,0,0,0,0,나주시,936450.0,1671750.0,True,-0.8169802365430824,-0.7096644528410913,-0.7531030335249471,-0.308835551790951,-0.9956753967262246,90
다라349684,17,1,1,2,0,나주시,934950.0,1668450.0,True,-0.739560663005334,-0.07138636507868969,0.7531030335249471,-0.308835551790951,-1.0330807689510217,91
다라338691,9,1,1,2,0,나주시,933850.0,1669150.0,True,-0.739560663005334,-0.07138636507868969,0.7531030335249471,-0.308835551790951,-1.0330807689510217,91
다라348696,21,8,0,2,0,나주시,934850.0,1669650.0,True,-0.19762364824109474,-0.7096644528410913,0.7531030335249471,-0.308835551790951,-1.1294218419491842,92
다라287706,10,3,0,1,0,나주시,928750.0,1670650.0,True,-0.584721515929837,-0.7096644528410913,0.0,-0.308835551790951,-1.1399681928754528,93
다라287707,14,7,0,2,0,나주시,928750.0,1670750.0,True,-0.2750432217788432,-0.7096644528410913,0.7531030335249471,-0.308835551790951,-1.2068414154869327,94
다라287713,23,2,0,1,0,나주시,928750.0,1671350.0,True,-0.6621410894675855,-0.7096644528410913,0.0,-0.308835551790951,-1.2173877664132013,95
다라213694,12,2,0,1,0,나주시,921350.0,1669450.0,True,-0.6621410894675855,-0.7096644528410913,0.0,-0.308835551790951,-1.2173877664132013,95
다라279671,10,2,0,1,0,나주시,927950.0,1667150.0,True,-0.6621410894675855,-0.7096644528410913,0.0,-0.308835551790951,-1.2173877664132013,95
다라283670,11,9,1,0,1,나주시,928350.0,1667050.0,True,-0.12020407470334628,-0.07138636507868969,-0.7531030335249471,2.820698039690686,-1.2253879428649055,96
다라399725,17,10,2,2,1,나주시,939950.0,1672550.0,True,-0.04278450116559781,0.5668917226837118,0.7531030335249471,2.820698039690686,-1.2627933150897026,97
다라355698,90,5,0,2,0,나주시,935550.0,1669850.0,True,-0.4298823688543401,-0.7096644528410913,0.7531030335249471,-0.308835551790951,-1.3616805625624295,98
다라352689,19,5,0,2,0,나주시,935250.0,1668950.0,True,-0.4298823688543401,-0.7096644528410913,0.7531030335249471,-0.308835551790951,-1.3616805625624295,98
다라358700,22,0,0,1,0,나주시,935850.0,1670050.0,True,-0.8169802365430824,-0.7096644528410913,0.0,-0.308835551790951,-1.3722269134886982,99
다라281692,15,0,0,1,0,나주시,928150.0,1669250.0,True,-0.8169802365430824,-0.7096644528410913,0.0,-0.308835551790951,-1.3722269134886982,99
다라342700,15,0,0,1,0,나주시,934250.0,1670050.0,True,-0.8169802365430824,-0.7096644528410913,0.0,-0.308835551790951,-1.3722269134886982,99
다라350684,10,0,0,1,0,나주시,935050.0,1668450.0,True,-0.8169802365430824,-0.7096644528410913,0.0,-0.308835551790951,-1.3722269134886982,99
다라360700,13,3,0,2,0,나주시,936050.0,1670050.0,True,-0.584721515929837,-0.7096644528410913,0.7531030335249471,-0.308835551790951,-1.5165197096379264,100
다라289707,10,3,0,2,0,나주시,928950.0,1670750.0,True,-0.584721515929837,-0.7096644528410913,0.7531030335249471,-0.308835551790951,-1.5165197096379264,100
다라319713,10,2,0,2,0,나주시,931950.0,1671350.0,True,-0.6621410894675855,-0.7096644528410913,0.7531030335249471,-0.308835551790951,-1.593939283175675,101
다라353698,31,17,0,1,1,나주시,935350.0,1669850.0,True,0.49915251359864143,-0.7096644528410913,0.0,2.820698039690686,-1.6208609590877927,102
다라283700,15,1,0,2,0,나주시,928350.0,1670050.0,True,-0.739560663005334,-0.7096644528410913,0.7531030335249471,-0.308835551790951,-1.6713588567134232,103
다라338689,11,1,0,2,0,나주시,933850.0,1668950.0,True,-0.739560663005334,-0.7096644528410913,0.7531030335249471,-0.308835551790951,-1.6713588567134232,103
다라287708,9,0,0,2,0,나주시,928750.0,1670850.0,True,-0.8169802365430824,-0.7096644528410913,0.7531030335249471,-0.308835551790951,-1.7487784302511717,104
다라283669,9,1,1,4,0,나주시,928350.0,1666950.0,True,-0.739560663005334,-0.07138636507868969,2.2593091005748414,-0.308835551790951,-1.7861838024759689,105
다라281670,21,7,1,6,0,나주시,928150.0,1667050.0,True,-0.2750432217788432,-0.07138636507868969,3.7655151676247356,-0.308835551790951,-2.0747693947744255,106
다라288712,15,5,0,4,0,나주시,928850.0,1671250.0,True,-0.4298823688543401,-0.7096644528410913,2.2593091005748414,-0.308835551790951,-2.114783596087377,107
다라347695,22,7,1,2,1,나주시,934750.0,1669550.0,True,-0.2750432217788432,-0.07138636507868969,0.7531030335249471,2.820698039690686,-2.1333301234653494,108
다라184612,10,5,0,0,1,나주시,918450.0,1661250.0,True,-0.4298823688543401,-0.7096644528410913,-0.7531030335249471,2.820698039690686,-2.173344324778301,109
다라349686,10,2,0,0,1,나주시,934950.0,1668650.0,True,-0.6621410894675855,-0.7096644528410913,-0.7531030335249471,2.820698039690686,-2.4056030453915462,110
다라290712,13,7,1,3,1,나주시,929050.0,1671250.0,True,-0.2750432217788432,-0.07138636507868969,1.5062060670498942,2.820698039690686,-2.509881640227823,111
다라286719,10,8,1,4,1,나주시,928650.0,1671950.0,True,-0.19762364824109474,-0.07138636507868969,2.2593091005748414,2.820698039690686,-2.809013583452548,112
다라287712,18,3,0,6,0,나주시,928750.0,1671250.0,True,-0.584721515929837,-0.7096644528410913,3.7655151676247356,-0.308835551790951,-3.0227257766878206,113
다라287709,9,3,0,0,2,나주시,928750.0,1670950.0,True,-0.584721515929837,-0.7096644528410913,-0.7531030335249471,5.950231631172323,-3.892950267594616,114
다마531023,20,77,2,0,0,담양군,953150.0,1702350.0,True,5.311542902834161,2.680038622650246,-0.31391397053161246,-0.2967558703367642,8.296916445918596,1
다마530023,35,25,3,0,0,담양군,953050.0,1702350.0,True,1.4511847892040832,4.276952827856351,-0.31391397053161246,-0.2967558703367642,6.033472537494622,2
다마529028,16,109,0,3,0,담양군,952950.0,1702850.0,True,7.6871478958372865,-0.5137897877619642,3.553954594947184,-0.2967558703367642,5.544758745770112,3
다마530022,30,28,2,0,0,담양군,953050.0,1702250.0,True,1.6738977572981262,2.680038622650246,-0.31391397053161246,-0.2967558703367642,4.65927130038256,4
다마530024,23,10,2,0,0,담양군,953050.0,1702450.0,True,0.3376199487338681,2.680038622650246,-0.31391397053161246,-0.2967558703367642,3.322993491818303,5
다마529017,6,5,2,0,0,담양군,952950.0,1701750.0,True,-0.03356833142287025,2.680038622650246,-0.31391397053161246,-0.2967558703367642,2.9518052116615645,6
다마529029,19,47,0,0,0,담양군,952950.0,1702950.0,True,3.0844132218937315,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,2.875958354565956,7
다마529021,5,3,2,0,0,담양군,952950.0,1702150.0,True,-0.1820436434855656,2.680038622650246,-0.31391397053161246,-0.2967558703367642,2.8033298995988694,8
다마530028,10,8,2,2,0,담양군,953050.0,1702850.0,True,0.18914463667117273,2.680038622650246,2.2646650731209186,-0.2967558703367642,1.8852286579293418,9
다마531027,8,10,1,0,0,담양군,953150.0,1702750.0,True,0.3376199487338681,1.083124417444141,-0.31391397053161246,-0.2967558703367642,1.7260792866121972,10
다라558937,38,9,1,0,0,담양군,955850.0,1693750.0,True,0.2633822927025204,1.083124417444141,-0.31391397053161246,-0.2967558703367642,1.6518416305808497,11
다마547031,6,9,1,0,0,담양군,954750.0,1703150.0,True,0.2633822927025204,1.083124417444141,-0.31391397053161246,-0.2967558703367642,1.6518416305808497,11
다라521921,17,4,2,2,0,담양군,952150.0,1692150.0,True,-0.10780598745421792,2.680038622650246,2.2646650731209186,-0.2967558703367642,1.588278033803951,12
다마529030,12,8,1,0,0,담양군,952950.0,1703050.0,True,0.18914463667117273,1.083124417444141,-0.31391397053161246,-0.2967558703367642,1.5776039745495019,13
다마491016,6,8,1,0,0,담양군,949150.0,1701650.0,True,0.18914463667117273,1.083124417444141,-0.31391397053161246,-0.2967558703367642,1.5776039745495019,13
다마531024,7,5,1,0,0,담양군,953150.0,1702450.0,True,-0.03356833142287025,1.083124417444141,-0.31391397053161246,-0.2967558703367642,1.354891006455459,14
다마549030,9,3,1,0,0,담양군,954950.0,1703050.0,True,-0.1820436434855656,1.083124417444141,-0.31391397053161246,-0.2967558703367642,1.2064156943927637,15
다마532029,8,3,1,0,0,담양군,953250.0,1702950.0,True,-0.1820436434855656,1.083124417444141,-0.31391397053161246,-0.2967558703367642,1.2064156943927637,15
다라440979,6,2,1,0,0,담양군,944050.0,1697950.0,True,-0.25628129951691325,1.083124417444141,-0.31391397053161246,-0.2967558703367642,1.1321780383614162,16
다마550030,13,1,1,0,0,담양군,955050.0,1703050.0,True,-0.33051895554826094,1.083124417444141,-0.31391397053161246,-0.2967558703367642,1.0579403823300684,17
다마528030,9,1,1,0,0,담양군,952850.0,1703050.0,True,-0.33051895554826094,1.083124417444141,-0.31391397053161246,-0.2967558703367642,1.0579403823300684,17
다마528032,9,1,1,0,0,담양군,952850.0,1703250.0,True,-0.33051895554826094,1.083124417444141,-0.31391397053161246,-0.2967558703367642,1.0579403823300684,17
다마536027,6,1,1,0,0,담양군,953650.0,1702750.0,True,-0.33051895554826094,1.083124417444141,-0.31391397053161246,-0.2967558703367642,1.0579403823300684,17
다마503050,5,1,1,0,0,담양군,950350.0,1705050.0,True,-0.33051895554826094,1.083124417444141,-0.31391397053161246,-0.2967558703367642,1.0579403823300684,17
다마547030,27,0,1,0,0,담양군,954750.0,1703050.0,True,-0.40475661157960857,1.083124417444141,-0.31391397053161246,-0.2967558703367642,0.9837027262987208,18
다라559937,13,0,1,0,0,담양군,955950.0,1693750.0,True,-0.40475661157960857,1.083124417444141,-0.31391397053161246,-0.2967558703367642,0.9837027262987208,18
다마532032,7,17,0,0,0,담양군,953250.0,1703250.0,True,0.8572835409533018,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,0.648828673625526,19
다마529025,16,3,1,1,0,담양군,952950.0,1702550.0,True,-0.1820436434855656,1.083124417444141,0.975375551294653,-0.2967558703367642,0.561770933479631,20
다마528031,41,2,1,1,0,담양군,952850.0,1703150.0,True,-0.25628129951691325,1.083124417444141,0.975375551294653,-0.2967558703367642,0.48753327744828334,21
다라557937,9,10,1,0,1,담양군,955750.0,1693750.0,True,0.3376199487338681,1.083124417444141,-0.31391397053161246,2.8056918650021343,0.17485541894274803,22
다마529018,12,9,0,0,0,담양군,952950.0,1701850.0,True,0.2633822927025204,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,0.05492742537474457,23
다마532023,10,9,0,0,0,담양군,953250.0,1702350.0,True,0.2633822927025204,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,0.05492742537474457,23
다마545119,7,9,0,0,0,담양군,954550.0,1711950.0,True,0.2633822927025204,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,0.05492742537474457,23
다마483007,7,9,0,0,0,담양군,948350.0,1700750.0,True,0.2633822927025204,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,0.05492742537474457,23
다마529027,17,28,0,0,1,담양군,952950.0,1702750.0,True,1.6738977572981262,-0.5137897877619642,-0.31391397053161246,2.8056918650021343,-0.08578097769909898,24
다마527028,16,7,0,0,0,담양군,952750.0,1702850.0,True,0.11490698063982507,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.09354788668795075,25
다마531028,21,6,0,0,0,담양군,953150.0,1702850.0,True,0.040669324608477414,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.1677855427192984,26
다마529032,12,6,0,0,0,담양군,952950.0,1703250.0,True,0.040669324608477414,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.1677855427192984,26
다마481008,5,6,0,0,0,담양군,948150.0,1700850.0,True,0.040669324608477414,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.1677855427192984,26
다마529026,25,5,0,0,0,담양군,952950.0,1702650.0,True,-0.03356833142287025,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.2420231987506461,27
다마527027,13,5,0,0,0,담양군,952750.0,1702750.0,True,-0.03356833142287025,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.2420231987506461,27
다라521919,5,5,0,0,0,담양군,952150.0,1691950.0,True,-0.03356833142287025,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.2420231987506461,27
다마529031,18,13,0,1,0,담양군,952950.0,1703150.0,True,0.5603329168279111,-0.5137897877619642,0.975375551294653,-0.2967558703367642,-0.2927667114129975,28
다마531032,30,4,0,0,0,담양군,953150.0,1703250.0,True,-0.10780598745421792,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.31626085478199367,29
다마547029,24,4,0,0,0,담양군,954750.0,1702950.0,True,-0.10780598745421792,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.31626085478199367,29
다마527031,7,4,0,0,0,담양군,952750.0,1703150.0,True,-0.10780598745421792,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.31626085478199367,29
다마527030,5,4,0,0,0,담양군,952750.0,1703050.0,True,-0.10780598745421792,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.31626085478199367,29
다마546030,23,3,0,0,0,담양군,954650.0,1703050.0,True,-0.1820436434855656,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.39049851081334136,30
다마530016,10,3,0,0,0,담양군,953050.0,1701650.0,True,-0.1820436434855656,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.39049851081334136,30
다마530032,9,3,0,0,0,담양군,953050.0,1703250.0,True,-0.1820436434855656,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.39049851081334136,30
다마528028,8,3,0,0,0,담양군,952850.0,1702850.0,True,-0.1820436434855656,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.39049851081334136,30
다마500025,7,3,0,0,0,담양군,950050.0,1702550.0,True,-0.1820436434855656,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.39049851081334136,30
다마533021,6,3,0,0,0,담양군,953350.0,1702150.0,True,-0.1820436434855656,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.39049851081334136,30
다마528026,5,3,0,0,0,담양군,952850.0,1702650.0,True,-0.1820436434855656,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.39049851081334136,30
다마532015,5,3,0,0,0,담양군,953250.0,1701550.0,True,-0.1820436434855656,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.39049851081334136,30
다마530026,17,2,0,0,0,담양군,953050.0,1702650.0,True,-0.25628129951691325,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.46473616684468905,31
다라442980,14,2,0,0,0,담양군,944250.0,1698050.0,True,-0.25628129951691325,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.46473616684468905,31
다라520920,12,2,0,0,0,담양군,952050.0,1692050.0,True,-0.25628129951691325,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.46473616684468905,31
다마483008,8,2,0,0,0,담양군,948350.0,1700850.0,True,-0.25628129951691325,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.46473616684468905,31
다마532034,7,2,0,0,0,담양군,953250.0,1703450.0,True,-0.25628129951691325,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.46473616684468905,31
다마532025,6,2,0,0,0,담양군,953250.0,1702550.0,True,-0.25628129951691325,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.46473616684468905,31
다마534035,6,2,0,0,0,담양군,953450.0,1703550.0,True,-0.25628129951691325,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.46473616684468905,31
다마544004,5,2,0,0,0,담양군,954450.0,1700450.0,True,-0.25628129951691325,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.46473616684468905,31
다마532030,5,2,0,0,0,담양군,953250.0,1703050.0,True,-0.25628129951691325,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.46473616684468905,31
다마534028,16,1,0,0,0,담양군,953450.0,1702850.0,True,-0.33051895554826094,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.5389738228760368,32
다마532028,11,1,0,0,0,담양군,953250.0,1702850.0,True,-0.33051895554826094,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.5389738228760368,32
다마528018,8,1,0,0,0,담양군,952850.0,1701850.0,True,-0.33051895554826094,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.5389738228760368,32
다마531031,6,1,0,0,0,담양군,953150.0,1703150.0,True,-0.33051895554826094,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.5389738228760368,32
다라557936,6,1,0,0,0,담양군,955750.0,1693650.0,True,-0.33051895554826094,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.5389738228760368,32
다라458967,6,1,0,0,0,담양군,945850.0,1696750.0,True,-0.33051895554826094,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.5389738228760368,32
다마518026,5,1,0,0,0,담양군,951850.0,1702650.0,True,-0.33051895554826094,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.5389738228760368,32
다마525027,5,1,0,0,0,담양군,952550.0,1702750.0,True,-0.33051895554826094,-0.5137897877619642,-0.31391397053161246,-0.2967558703367642,-0.5389738228760368,32
