grid_id,cnt_112,cnt_cctv,cnt_patrol,env_score
다라655063,0,0,0,1.0
다라655064,0,0,0,1.0
다라655065,0,0,0,1.0
다라655066,0,0,0,1.0
다라655067,0,0,0,1.0
다라655068,0,0,0,1.0
다라655069,0,0,0,1.0
다라655070,0,0,0,1.0
다라655071,0,0,0,1.0
다라655072,1,0,0,1.1631512196835108
다라655073,2,3,0,0.746672515525653
다라655074,0,0,1,1.0
다라655075,0,0,0,1.0
다라655076,0,0,0,1.0
다라655077,0,0,0,1.0
다라655078,0,0,0,1.0
다라655079,0,0,0,1.0
다라655080,0,0,0,1.0
다라655081,0,0,0,1.0
다라655082,0,0,0,1.0
다라655083,0,0,0,1.0
다라655084,0,0,0,1.0
다라655085,0,0,0,1.0
다라655087,0,0,0,1.0
다라655088,0,0,0,1.0
다라655089,0,0,0,1.0
다라655090,0,0,0,1.0
다라655091,0,0,0,1.0
다라655092,0,0,0,1.0
다라655093,0,0,0,1.0
다라655094,0,0,0,1.0
다라655095,1,0,0,1.1631512196835108
다라655096,0,0,0,1.0
다라655097,0,0,0,1.0
다라655098,0,0,0,1.0
다라655099,0,0,0,1.0
다라655100,0,0,0,1.0
다라655101,0,0,0,1.0
다라655106,0,0,0,1.0
다라655107,1,0,0,1.0381512196835108
다라655127,0,0,0,1.0
다라655128,0,0,0,1.0
다라655129,0,0,0,1.0
다라655130,0,0,0,1.0
다라655132,0,0,0,1.0
다라655133,0,0,0,1.0
다라655134,0,0,0,1.0
다라655135,0,0,0,1.0
다라655138,0,0,0,1.0
다라655139,0,0,0,1.0
다라655140,0,0,0,1.0
다라655141,0,0,0,1.0
다라655150,0,0,0,1.0
다라655151,1,0,0,1.1631512196835108
다라655152,0,0,0,1.0
다라655153,0,0,0,1.0
다라655154,0,0,0,1.0
다라655155,0,0,0,1.0
다라655156,0,0,0,1.0
다라655157,0,0,0,1.0
다라655158,0,0,0,1.0
다라655159,0,0,0,1.0
다라655160,0,0,0,1.0
다라655161,0,0,0,1.0
다라655162,0,0,0,1.0
다라655163,0,0,0,1.0
다라655164,0,0,0,1.0
다라655166,0,0,0,1.0
다라655167,0,0,0,1.0
다라655169,0,0,0,1.0
다라655170,0,0,0,1.0
다라655171,0,0,0,1.0
다라655172,0,0,0,1.0
다라655173,0,0,0,1.0
다라655174,0,0,0,1.0
다라655175,0,0,0,1.0
다라655176,0,1,0,0.7440419751901846
다라655177,0,0,0,1.0
다라655178,0,0,0,1.0
다라655179,0,0,0,1.0
다라655180,0,0,0,1.0
다라655181,0,0,0,1.0
다라655182,0,0,0,1.0
다라655183,0,0,0,1.0
다라655184,0,0,0,1.0
다라655185,0,0,0,1.0
다라655186,0,0,0,1.0
다라655187,0,0,0,1.0
다라655188,0,0,0,1.0
다라655189,0,0,0,1.0
다라655190,0,0,0,1.0
다라655191,0,0,0,1.0
다라655192,0,0,0,1.0
다라655193,0,0,0,1.0
다라655194,0,0,0,1.0
다라655195,0,0,0,1.0
다라655196,0,0,0,1.0
다라656042,0,0,0,1.0
다라656043,1,0,0,1.1631512196835108
다라656044,0,0,0,1.0
다라656045,0,0,0,1.0
다라656046,0,0,0,1.0
다라656047,0,0,0,1.0
다라656048,0,0,0,1.0
다라656049,0,1,0,0.7440419751901846
다라656050,0,0,0,1.0
다라656051,0,0,0,1.0
다라656059,0,0,0,1.0
다라656060,0,0,0,1.0
다라656061,0,0,0,1.0
다라656062,0,0,0,1.0
다라656063,0,0,0,1.0
다라656064,0,0,0,1.0
다라656065,0,0,0,1.0
다라656066,0,0,0,1.0
다라656067,0,0,0,1.0
다라656068,0,0,0,1.0
다라656069,0,2,0,0.5943161289177871
다라656070,0,0,0,1.0
다라656071,0,0,0,1.0
다라656072,0,0,0,1.0
다라656073,0,2,0,0.5943161289177871
다라656074,0,2,0,0.5943161289177871
다라656075,0,0,0,1.0
다라656076,0,0,0,1.0
다라656077,0,0,0,1.0
다라656078,0,0,0,1.0
다라656079,1,0,0,1.1631512196835108
다라656080,0,0,0,1.0
다라656081,0,0,0,1.0
다라656082,0,0,0,1.0
다라656084,0,0,0,1.0
다라656089,0,0,0,1.0
다라656090,0,0,0,1.0
다라656091,0,0,0,1.0
다라656092,0,0,0,1.0
다라656093,0,0,0,1.0
다라656094,0,0,0,1.0
다라656095,0,0,0,1.0
다라656096,0,0,0,1.0
다라656097,0,0,0,1.0
다라656098,4,2,0,0.9731415296160708
다라656099,0,0,0,1.0
다라656107,0,0,0,1.0
다라656126,0,0,0,1.0
다라656127,0,0,0,1.0
다라656128,0,0,0,1.0
다라656131,0,0,0,1.0
다라656132,0,0,0,1.0
다라656133,0,0,0,1.0
다라656134,0,0,0,1.0
다라656135,0,0,0,1.0
다라656136,0,0,0,1.0
다라656137,0,0,0,1.0
다라656138,0,0,0,1.0
다라656139,0,0,0,1.0
다라656140,0,0,0,1.0
다라656141,0,0,0,1.0
다라656150,0,0,0,1.0
다라656151,0,0,0,1.0
다라656152,0,0,0,1.0
다라656153,1,0,0,1.1631512196835108
다라656154,0,0,0,1.0
다라656155,0,0,0,1.0
다라656156,0,0,0,1.0
다라656157,0,0,0,1.0
다라656158,0,0,0,1.0
다라656159,0,0,0,1.0
다라656160,0,0,0,1.0
다라656161,0,0,0,1.0
다라656162,0,0,0,1.0
다라656163,0,0,0,1.0
다라656165,0,0,0,1.0
다라656166,0,0,0,1.0
다라656167,0,0,0,1.0
다라656168,0,0,0,1.0
다라656169,0,0,0,1.0
다라656170,0,0,0,1.0
다라656171,0,0,0,1.0
다라656173,0,0,0,1.0
다라656174,0,0,0,1.0
다라656175,0,0,0,1.0
다라656176,0,0,0,1.0
다라656177,0,0,0,1.0
다라656178,0,0,0,1.0
다라656179,0,0,0,1.0
다라656180,0,0,0,1.0
다라656181,0,0,0,1.0
다라656182,0,0,0,1.0
다라656183,0,0,0,1.0
다라656184,0,0,0,1.0
다라656185,0,0,0,1.0
다라656186,0,0,0,1.0
다라656187,0,0,0,1.0
다라656188,0,0,0,1.0
다라656189,0,0,0,1.0
다라656190,0,0,0,1.0
다라656191,0,0,0,1.0
다라656192,0,0,0,1.0
다라656193,0,0,0,1.0
다라656194,0,0,0,1.0
다라656195,0,0,0,1.0
다라657042,0,0,0,1.0
다라657043,0,0,0,1.0
다라657044,0,0,0,1.0
다라657045,0,0,0,1.0
다라657046,0,0,0,1.0
다라657047,0,0,0,1.0
다라657048,0,0,0,1.0
다라657049,1,0,0,1.1631512196835108
다라657050,0,0,0,1.0
다라657059,0,0,0,1.0
다라657060,0,0,0,1.0
다라657061,0,0,0,1.0
다라657062,0,0,0,1.0
다라657063,0,0,0,1.0
다라657064,0,0,0,1.0
다라657065,0,0,0,1.0
다라657066,0,0,0,1.0
다라657067,0,0,0,1.0
다라657068,0,0,0,1.0
다라657069,0,0,0,1.0
다라657070,0,0,0,1.0
다라657071,0,0,0,1.0
다라657072,0,0,0,1.0
다라657073,0,0,0,1.0
다라657074,0,0,0,1.0
다라657075,0,6,0,0.2814349792100221
다라657076,2,1,1,1.0026305403354685
다라657077,0,0,0,1.0
다라657078,0,0,0,1.0
다라657079,0,0,0,1.0
다라657080,0,1,0,0.7440419751901846
다라657081,0,0,0,1.0
다라657082,0,0,0,1.0
다라657083,0,0,0,1.0
다라657084,0,0,0,1.0
다라657085,0,0,0,1.0
다라657090,0,0,0,1.0
다라657091,0,0,0,1.0
다라657092,0,0,0,1.0
다라657093,0,0,0,1.0
다라657094,0,1,0,0.7440419751901846
다라657095,0,0,0,1.0
다라657096,0,0,0,1.0
다라657097,0,0,0,1.0
다라657098,0,0,0,1.0
다라657106,0,0,0,1.0
다라657107,0,0,0,1.0
다라657125,0,0,0,1.0
다라657131,0,0,0,1.0
다라657133,0,0,0,1.0
다라657134,0,0,0,1.0
다라657135,0,0,0,1.0
다라657136,0,0,0,1.0
다라657137,0,0,0,1.0
다라657138,0,0,0,1.0
다라657140,0,0,0,1.0
다라657150,0,1,0,0.7440419751901846
다라657151,6,0,0,1.4580233796182054
다라657152,0,0,0,1.0
다라657153,0,0,0,1.0
다라657154,1,0,0,1.1631512196835108
다라657155,0,0,0,1.0
다라657156,0,0,0,1.0
다라657157,0,0,0,1.0
다라657158,0,0,0,1.0
다라657159,0,0,0,1.0
다라657160,0,0,0,1.0
다라657161,0,0,0,1.0
다라657162,0,0,0,1.0
다라657165,0,0,0,1.0
다라657166,0,0,0,1.0
다라657167,0,0,0,1.0
다라657168,0,0,0,1.0
다라657169,0,0,0,1.0
다라657171,0,0,0,1.0
다라657172,0,0,0,1.0
다라657174,0,0,0,1.0
다라657175,0,0,0,1.0
다라657176,0,0,0,1.0
다라657177,0,0,0,1.0
다라657178,0,0,0,1.0
다라657179,0,0,0,1.0
다라657180,0,0,0,1.0
다라657181,0,0,0,1.0
다라657182,0,0,0,1.0
다라657183,0,1,0,0.7440419751901846
다라657184,0,0,0,1.0
다라657186,0,0,0,1.0
다라657187,0,0,0,1.0
다라657188,0,0,0,1.0
다라657189,0,0,0,1.0
다라657190,0,0,0,1.0
다라657191,0,0,0,1.0
다라657192,0,0,0,1.0
다라657193,0,0,0,1.0
다라657194,0,0,0,1.0
다라657195,0,0,0,1.0
다라657196,0,0,0,1.0
다라658043,0,0,0,1.0
다라658044,0,0,0,1.0
다라658045,0,0,0,1.0
다라658046,0,0,0,1.0
다라658047,0,0,0,1.0
다라658048,0,0,0,1.0
다라658049,0,0,0,1.0
다라658050,0,0,0,1.0
다라658060,0,0,0,1.0
다라658062,0,0,0,1.0
다라658063,0,0,0,1.0
다라658064,0,0,0,1.0
다라658065,0,0,0,1.0
다라658066,0,0,0,1.0
다라658067,0,0,0,1.0
다라658068,0,0,0,1.0
다라658069,0,0,0,1.0
다라658070,0,0,0,1.0
다라658071,0,0,0,1.0
다라658072,0,0,0,1.0
다라658073,0,0,0,1.0
다라658074,1,3,0,0.6512351700638798
다라658075,0,0,0,1.0
다라658076,3,0,0,1.3263024393670215
다라658077,0,2,0,0.469316128917787
다라658078,0,0,0,1.0
다라658079,0,0,0,1.0
다라658080,0,0,0,1.0
다라658081,1,1,0,0.9071931948736952
다라658082,0,0,0,1.0
다라658083,0,0,0,1.0
다라658084,0,0,0,1.0
다라658085,0,0,0,1.0
다라658086,0,0,0,1.0
다라658087,0,0,0,1.0
다라658088,0,0,0,1.0
다라658089,0,0,0,1.0
다라658090,0,0,0,1.0
다라658091,0,0,0,1.0
다라658092,0,0,0,1.0
다라658093,0,0,0,1.0
다라658094,0,0,0,1.0
다라658095,0,0,0,1.0
다라658125,0,0,0,1.0
다라658130,0,0,0,1.0
다라658131,0,0,0,1.0
다라658133,0,0,0,1.0
다라658134,0,0,0,1.0
다라658135,0,0,0,1.0
다라658136,0,0,0,1.0
다라658137,0,0,0,1.0
다라658139,0,0,0,1.0
다라658140,0,0,0,1.0
다라658143,0,0,0,1.0
다라658144,0,0,0,1.0
다라658150,0,1,0,0.3690419751901845
다라658151,2,0,0,1.258588565145284
다라658152,0,0,1,1.0
다라658153,0,0,0,1.0
다라658154,0,0,0,1.0
다라658155,0,0,0,1.0
다라658156,0,0,0,1.0
다라658157,0,0,0,1.0
다라658158,0,0,0,1.0
다라658159,0,0,0,1.0
다라658160,0,0,0,1.0
다라658161,0,0,0,1.0
다라658162,0,0,0,1.0
다라658163,0,0,0,1.0
다라658165,0,0,0,1.0
다라658166,0,0,0,1.0
다라658167,0,0,0,1.0
다라658168,0,0,0,1.0
다라658169,0,0,0,1.0
다라658170,0,0,0,1.0
다라658171,0,0,0,1.0
다라658172,0,0,0,1.0
다라658174,0,0,0,1.0
다라658175,0,0,0,1.0
다라658176,0,0,0,1.0
다라658177,0,0,0,1.0
다라658178,0,0,0,1.0
다라658180,0,0,0,1.0
다라658181,0,0,0,1.0
다라658182,0,1,0,0.7440419751901846
다라658183,0,0,0,1.0
다라658186,0,0,0,1.0
다라658187,0,0,0,1.0
다라658188,0,0,0,1.0
다라658189,0,0,0,1.0
다라658190,0,0,0,1.0
다라658191,0,0,0,1.0
다라658192,0,0,0,1.0
다라658193,0,0,0,1.0
다라658194,0,0,0,1.0
다라658195,0,0,0,1.0
다라658196,0,0,0,1.0
다라658197,0,0,0,1.0
다라658211,0,0,0,1.0
다라659043,0,0,0,1.0
다라659044,0,0,0,1.0
다라659045,0,0,0,1.0
다라659046,0,0,0,1.0
다라659047,0,0,0,1.0
다라659048,0,0,0,1.0
다라659049,0,0,0,1.0
다라659050,0,0,0,1.0
다라659062,0,0,0,1.0
다라659063,0,0,0,1.0
다라659064,0,0,0,1.0
다라659065,0,0,0,1.0
다라659066,0,0,0,1.0
다라659067,0,0,0,1.0
다라659068,0,0,0,1.0
다라659069,0,0,0,1.0
다라659070,0,0,0,1.0
다라659071,0,0,0,1.0
다라659072,0,0,0,1.0
다라659073,0,0,0,1.0
다라659074,0,0,0,1.0
다라659075,0,2,0,0.5943161289177871
다라659076,0,3,0,0.488083950380369
다라659077,0,1,0,0.7440419751901846
다라659078,1,2,0,0.7574673486012978
다라659079,0,0,1,1.0
다라659080,0,0,0,1.0
다라659081,0,0,0,1.0
다라659082,0,0,0,1.0
다라659083,0,0,0,1.0
다라659084,0,0,0,1.0
다라659085,0,0,0,1.0
다라659086,0,0,0,1.0
다라659087,0,0,0,1.0
다라659088,0,0,0,1.0
다라659089,0,0,0,1.0
다라659090,0,0,0,1.0
다라659091,0,0,0,1.0
다라659092,3,1,0,1.070344414557206
다라659093,0,0,0,1.0
다라659094,0,0,2,1.0
다라659125,1,0,0,1.1631512196835108
다라659126,0,0,0,1.0
다라659127,0,0,0,1.0
다라659130,0,0,0,1.0
다라659131,0,0,0,1.0
다라659132,0,0,0,1.0
다라659133,0,0,0,1.0
다라659134,0,0,0,1.0
다라659135,0,0,0,1.0
다라659136,0,0,0,1.0
다라659137,0,0,0,1.0
다라659143,0,0,0,1.0
다라659144,0,0,0,1.0
다라659150,2,0,0,1.258588565145284
다라659151,0,0,0,1.0
다라659152,0,0,0,1.0
다라659153,1,0,0,1.1631512196835108
다라659154,0,0,0,1.0
다라659155,0,0,0,1.0
다라659156,0,0,0,1.0
다라659157,0,0,0,1.0
다라659158,0,0,0,1.0
다라659159,0,0,0,1.0
다라659161,0,0,0,1.0
다라659162,0,0,0,1.0
다라659163,0,0,0,1.0
다라659164,0,0,0,1.0
다라659166,0,0,0,1.0
다라659167,0,0,0,1.0
다라659168,0,0,0,1.0
다라659169,0,0,0,1.0
다라659170,0,0,0,1.0
다라659171,0,0,0,1.0
다라659172,0,0,0,1.0
다라659173,0,0,0,1.0
다라659174,0,0,0,1.0
다라659176,0,0,0,1.0
다라659177,0,0,0,1.0
다라659179,0,0,0,1.0
다라659180,0,0,0,1.0
다라659181,0,0,0,1.0
다라659182,0,0,0,1.0
다라659183,0,0,0,1.0
다라659184,0,0,0,1.0
다라659185,0,0,0,1.0
다라659186,0,0,0,1.0
다라659187,0,0,0,1.0
다라659188,0,0,0,1.0
다라659189,0,0,0,1.0
다라659190,0,0,0,1.0
다라659191,0,0,0,1.0
다라659192,0,0,0,1.0
다라659193,0,0,0,1.0
다라659194,0,0,0,1.0
다라659195,0,0,0,1.0
다라659196,0,0,0,1.0
다라659197,0,0,0,1.0
다라659198,0,0,0,1.0
다라659199,0,0,0,1.0
다라660043,0,0,0,1.0
다라660044,1,0,0,1.1631512196835108
다라660045,0,0,0,1.0
다라660046,0,0,0,1.0
다라660047,0,0,0,1.0
다라660048,0,0,0,1.0
다라660049,0,0,0,1.0
다라660050,0,0,0,1.0
다라660051,0,0,0,1.0
다라660052,0,0,0,1.0
다라660064,0,0,0,1.0
다라660065,0,0,0,1.0
다라660066,0,0,0,1.0
다라660067,0,0,0,1.0
다라660068,0,0,0,1.0
다라660069,0,0,0,1.0
다라660070,0,0,0,1.0
다라660071,0,0,0,1.0
다라660072,0,0,0,1.0
다라660073,0,0,0,1.0
다라660074,0,0,0,1.0
다라660075,0,1,0,0.7440419751901846
다라660076,0,2,0,0.5943161289177871
다라660077,0,0,0,1.0
다라660078,0,0,0,1.0
다라660079,0,0,0,1.0
다라660080,0,0,0,1.0
다라660081,0,0,0,1.0
다라660082,0,0,0,1.0
다라660083,0,0,0,1.0
다라660084,0,0,0,1.0
다라660085,0,0,0,1.0
다라660086,0,0,0,1.0
다라660087,0,0,0,1.0
다라660088,0,0,0,1.0
다라660089,0,0,0,1.0
다라660090,0,0,0,1.0
다라660091,0,0,0,1.0
다라660092,0,0,0,1.0
다라660093,0,0,0,1.0
다라660094,0,0,0,1.0
다라660125,0,0,0,1.0
다라660126,0,0,0,1.0
다라660127,0,0,0,1.0
다라660128,0,0,0,1.0
다라660129,1,0,0,1.1631512196835108
다라660130,1,0,0,1.1631512196835108
다라660131,0,0,0,1.0
다라660132,0,0,0,1.0
다라660133,0,0,0,1.0
다라660134,0,0,0,1.0
다라660135,0,0,0,1.0
다라660136,0,0,0,1.0
다라660137,0,0,0,1.0
다라660139,0,0,0,1.0
다라660140,0,0,0,1.0
다라660149,1,0,0,1.1631512196835108
다라660150,0,2,0,0.5943161289177871
다라660151,0,0,0,1.0
다라660152,0,0,0,1.0
다라660153,0,0,0,1.0
다라660154,0,0,0,1.0
다라660155,0,0,0,1.0
다라660156,0,0,0,1.0
다라660157,0,0,0,1.0
다라660158,0,0,0,1.0
다라660159,0,0,0,1.0
다라660160,0,0,0,1.0
다라660161,0,0,0,1.0
다라660162,0,0,0,1.0
다라660163,0,0,0,1.0
다라660164,0,0,0,1.0
다라660165,0,0,0,1.0
다라660167,0,0,0,1.0
다라660168,0,0,0,1.0
다라660169,0,0,0,1.0
다라660170,0,0,0,1.0
다라660171,0,0,0,1.0
다라660172,0,0,0,1.0
다라660174,0,0,0,1.0
다라660175,0,0,0,1.0
다라660176,0,0,0,1.0
다라660177,0,0,0,1.0
다라660178,0,0,0,1.0
다라660179,0,0,0,1.0
다라660180,0,0,0,1.0
다라660181,0,0,0,1.0
다라660182,0,0,0,1.0
다라660183,0,0,0,1.0
다라660184,0,0,0,1.0
다라660185,0,0,0,1.0
다라660186,0,0,0,1.0
다라660187,0,0,0,1.0
다라660188,0,0,0,1.0
다라660189,0,0,0,1.0
다라660190,0,0,0,1.0
다라660191,0,0,0,1.0
다라660192,0,0,0,1.0
다라660193,0,0,0,1.0
다라660194,0,0,0,1.0
다라660195,0,0,0,1.0
다라660196,0,0,0,1.0
다라660197,0,0,0,1.0
다라660198,0,1,0,0.7440419751901846
다라660199,0,0,0,1.0
다라661042,0,0,0,1.0
다라661043,0,0,0,1.0
다라661044,0,0,0,1.0
다라661045,0,0,0,1.0
다라661046,0,0,0,1.0
다라661047,0,0,0,1.0
다라661049,1,0,0,1.1631512196835108
다라661050,0,0,0,1.0
다라661051,0,0,0,1.0
다라661052,0,0,0,1.0
다라661065,0,0,0,1.0
다라661066,0,0,0,1.0
다라661067,0,0,0,1.0
다라661068,0,0,0,1.0
다라661069,0,0,0,1.0
다라661070,0,0,0,1.0
다라661071,0,0,0,1.0
다라661072,0,0,0,1.0
다라661073,0,0,0,1.0
다라661074,0,0,0,1.0
다라661075,0,0,0,1.0
다라661076,0,0,0,1.0
다라661077,0,0,0,1.0
다라661078,0,0,0,1.0
다라661079,0,0,0,1.0
다라661080,0,1,0,0.7440419751901846
다라661081,0,0,0,1.0
다라661082,0,0,0,1.0
다라661083,0,0,0,1.0
다라661085,0,0,0,1.0
다라661086,0,0,0,1.0
다라661087,0,0,0,1.0
다라661089,0,0,0,1.0
다라661090,0,0,0,1.0
다라661091,0,0,0,1.0
다라661092,0,0,0,1.0
다라661093,0,0,0,1.0
다라661127,0,0,0,1.0
다라661129,0,0,0,1.0
다라661130,0,0,0,1.0
다라661131,0,0,0,1.0
다라661132,0,0,0,1.0
다라661133,0,0,0,1.0
다라661134,0,0,0,1.0
다라661135,0,0,0,1.0
다라661136,0,1,0,0.7440419751901846
다라661137,0,0,0,1.0
다라661138,0,0,0,1.0
다라661139,0,0,0,1.0
다라661140,0,0,0,1.0
다라661141,0,0,0,1.0
다라661147,2,1,0,1.0026305403354685
다라661148,1,1,0,0.9071931948736952
다라661149,1,2,0,0.7574673486012978
다라661150,0,1,1,0.7440419751901846
다라661151,3,0,0,1.3263024393670215
다라661152,1,1,0,0.2821931948736952
다라661153,4,1,0,1.1228673758884682
다라661154,0,0,0,1.0
다라661155,0,0,0,1.0
다라661156,0,0,0,1.0
다라661157,0,0,0,1.0
다라661158,0,0,0,1.0
다라661159,0,0,0,1.0
다라661160,0,0,0,1.0
다라661161,2,0,0,1.258588565145284
다라661162,0,0,0,1.0
다라661163,0,0,0,1.0
다라661164,0,0,0,1.0
다라661165,0,0,0,1.0
다라661168,0,0,0,1.0
다라661169,0,0,0,1.0
다라661170,0,0,0,1.0
다라661171,0,0,0,1.0
다라661172,0,0,0,1.0
다라661173,0,0,0,1.0
다라661174,0,0,0,1.0
다라661175,0,0,0,1.0
다라661176,1,0,0,1.1631512196835108
다라661177,0,0,0,1.0
다라661178,0,0,0,1.0
다라661179,0,0,0,1.0
다라661180,0,0,0,1.0
다라661181,0,0,0,1.0
다라661182,0,0,0,1.0
다라661183,0,0,0,1.0
다라661184,0,0,0,1.0
다라661185,0,0,0,1.0
다라661186,0,0,0,1.0
다라661187,0,0,0,1.0
다라661188,0,0,0,1.0
다라661189,0,0,0,1.0
다라661190,0,0,0,1.0
다라661191,0,0,0,1.0
다라661192,0,0,0,1.0
다라661193,0,0,0,1.0
다라661194,0,0,0,1.0
다라661195,0,0,0,1.0
다라661196,0,0,0,1.0
다라661197,0,0,0,1.0
다라661198,0,2,0,0.5943161289177871
다라662042,0,0,0,1.0
다라662045,0,0,0,1.0
다라662046,0,0,0,1.0
다라662050,0,0,0,1.0
다라662051,0,0,0,1.0
다라662052,0,0,0,1.0
다라662065,0,0,0,1.0
다라662066,0,0,0,1.0
다라662067,0,0,0,1.0
다라662068,0,0,0,1.0
다라662069,0,0,0,1.0
다라662070,0,0,0,1.0
다라662071,0,0,0,1.0
다라662072,0,0,0,1.0
다라662073,0,0,0,1.0
다라662074,0,0,0,1.0
다라662075,0,0,0,1.0
다라662076,1,0,0,1.1631512196835108
다라662077,1,0,0,1.1631512196835108
다라662078,0,0,0,1.0
다라662079,0,0,0,1.0
다라662080,0,0,0,1.0
다라662081,0,0,0,1.0
다라662082,0,0,0,1.0
다라662083,0,0,0,1.0
다라662084,0,0,0,1.0
다라662085,0,0,0,1.0
다라662086,0,0,0,1.0
다라662087,0,0,0,1.0
다라662088,0,0,0,1.0
다라662089,0,0,0,1.0
다라662090,0,0,0,1.0
다라662091,0,0,0,1.0
다라662092,0,0,0,1.0
다라662093,0,0,0,1.0
다라662127,0,0,0,1.0
다라662129,0,0,0,1.0
다라662130,0,0,0,1.0
다라662131,0,0,0,1.0
다라662132,0,0,0,1.0
다라662133,0,0,0,1.0
다라662134,0,0,0,1.0
다라662135,0,0,0,1.0
다라662136,0,4,0,0.4056838710822129
다라662137,0,0,0,1.0
다라662138,0,0,0,1.0
다라662139,0,0,0,1.0
다라662140,0,0,0,1.0
다라662141,0,0,0,1.0
다라662147,0,0,0,1.0
다라662148,7,0,0,1.4894536590505325
다라662149,2,2,0,0.852904694063071
다라662150,4,1,0,1.1228673758884682
다라662151,1,0,0,0.6631512196835108
다라662152,1,0,0,0.6631512196835108
다라662153,0,1,0,0.7440419751901846
다라662154,0,3,0,0.488083950380369
다라662155,0,0,0,1.0
다라662156,0,0,0,1.0
다라662157,0,0,0,1.0
다라662158,0,0,0,1.0
다라662159,0,0,0,1.0
다라662160,1,0,0,1.1631512196835108
다라662161,0,0,1,1.0
다라662162,0,0,0,1.0
다라662163,0,0,0,1.0
다라662164,0,0,0,1.0
다라662165,0,0,0,1.0
다라662166,0,0,0,1.0
다라662167,0,0,0,1.0
다라662168,0,0,0,1.0
다라662169,0,0,0,1.0
다라662170,0,0,0,1.0
다라662171,0,0,0,1.0
다라662172,0,0,0,1.0
다라662173,0,0,0,1.0
다라662174,0,0,0,1.0
다라662175,0,0,0,1.0
다라662176,0,0,0,1.0
다라662177,0,4,0,0.4056838710822129
다라662178,0,0,0,1.0
다라662179,0,0,0,1.0
다라662180,0,0,0,1.0
다라662181,0,0,0,1.0
다라662183,0,0,0,1.0
다라662184,0,0,0,1.0
다라662185,0,0,0,1.0
다라662186,0,0,0,1.0
다라662187,0,0,0,1.0
다라662188,0,0,0,1.0
다라662189,0,0,0,1.0
다라662190,0,0,0,1.0
다라662191,0,0,0,1.0
다라662192,0,0,0,1.0
다라662193,0,0,0,1.0
다라662194,0,0,0,1.0
다라662195,0,0,0,1.0
다라662196,0,0,0,1.0
다라662197,0,0,0,1.0
다라662198,0,0,0,1.0
다라662199,0,0,0,1.0
다라663040,0,0,0,1.0
다라663041,0,0,0,1.0
다라663051,1,0,0,1.1631512196835108
다라663052,0,0,0,1.0
다라663053,0,0,0,1.0
다라663054,0,0,0,1.0
다라663064,0,0,0,1.0
다라663065,0,0,0,1.0
다라663067,0,0,0,1.0
다라663068,0,0,0,1.0
다라663069,0,0,0,1.0
다라663070,0,0,0,1.0
다라663071,0,0,0,1.0
다라663072,0,0,0,1.0
다라663073,0,0,0,1.0
다라663074,0,0,0,1.0
다라663075,0,0,0,1.0
다라663076,0,0,0,1.0
다라663077,0,0,0,1.0
다라663078,0,0,0,1.0
다라663079,0,0,0,1.0
다라663080,0,0,0,1.0
다라663081,0,0,0,1.0
다라663082,0,0,0,1.0
다라663083,0,0,0,1.0
다라663084,0,0,0,1.0
다라663085,0,0,0,1.0
다라663089,0,0,0,1.0
다라663090,0,0,0,1.0
다라663091,1,0,0,1.1631512196835108
다라663092,2,0,1,1.258588565145284
다라663093,1,1,0,0.9071931948736952
다라663094,0,0,0,1.0
다라663134,0,0,0,1.0
다라663135,0,0,0,1.0
다라663136,0,0,0,1.0
다라663137,0,0,0,1.0
다라663138,0,0,0,1.0
다라663139,0,0,0,1.0
다라663140,0,0,0,1.0
다라663141,0,0,0,1.0
다라663148,4,3,0,0.2419093510786526
다라663149,12,7,0,0.8358571789505796
다라663150,9,0,1,1.0419766203817944
다라663151,0,0,0,1.0
다라663152,1,0,0,1.1631512196835108
다라663153,0,0,0,1.0
다라663154,3,1,0,1.070344414557206
다라663155,0,0,0,1.0
다라663156,0,0,0,1.0
다라663157,0,0,0,1.0
다라663158,0,0,0,1.0
다라663159,0,0,0,1.0
다라663160,0,0,0,1.0
다라663161,0,0,0,1.0
다라663162,0,0,0,1.0
다라663163,0,0,0,1.0
다라663164,0,0,0,1.0
다라663165,0,0,0,1.0
다라663166,0,0,0,1.0
다라663167,0,0,0,1.0
다라663168,0,0,0,1.0
다라663169,0,0,0,1.0
다라663170,0,0,0,1.0
다라663171,0,0,0,1.0
다라663172,0,0,0,1.0
다라663173,0,0,0,1.0
다라663174,0,0,0,1.0
다라663175,0,0,0,1.0
다라663176,0,0,0,1.0
다라663177,0,0,0,1.0
다라663178,0,0,0,1.0
다라663179,0,0,0,1.0
다라663180,0,0,0,1.0
다라663181,0,0,0,1.0
다라663182,0,0,0,1.0
다라663183,0,0,0,1.0
다라663184,0,0,0,1.0
다라663185,0,0,0,1.0
다라663186,0,0,0,1.0
다라663187,0,0,0,1.0
다라663188,0,0,0,1.0
다라663189,0,0,0,1.0
다라663190,0,0,0,1.0
다라663191,0,0,0,1.0
다라663192,0,0,0,1.0
다라663193,0,0,0,1.0
다라663194,0,0,0,1.0
다라663195,0,0,0,1.0
다라663197,0,0,0,1.0
다라663198,0,0,0,1.0
다라663199,0,0,0,1.0
다라663203,1,0,0,1.1631512196835108
다라664040,0,0,0,1.0
다라664041,0,0,0,1.0
다라664051,0,0,0,1.0
다라664052,0,0,0,1.0
다라664053,0,0,0,1.0
다라664054,0,0,0,1.0
